competitor,route_start,route_dest,from_alternateId,to_alternateId,CODE,pax_1,pax_2,pax_3,pax_4,pax_5,pax_6,pax_7,pax_8,pax_9,pax_10,pax_11,pax_12,pax_13,pax_14,pax_15,pax_16,Retry
Sun,Campinas Viracopos International Airport (VCP),Campinas,32001,26513,VCP,,,,,,,,,,,,,,,,,
Sun,Campinas Viracopos International Airport (VCP),Limeira,32001,32030,VCP,,,,,,,,,,,,,,,,,
Sun,Campinas Viracopos International Airport (VCP),Piracicaba,32001,32012,VCP,,,,,,,,,,,,,,,,,
Sun,Campinas Viracopos International Airport (VCP),Poços De Caldas,32001,35820,VCP,,,,,,,,,,,,,,,,,
Sun,Campinas Viracopos International Airport (VCP),Rio Claro (Brazil),32001,32653,VCP,,,,,,,,,,,,,,,,,
Sun,Campinas Viracopos International Airport (VCP),São Bernardo Do Campo,32001,34548,VCP,,,,,,,,,,,,,,,,,
Sun,Cancún Airport,Akumal,26492,26555,CUN,,,,,,,,,,,,,,,,,
Sun,Cancún Airport,Cancún,26492,26549,CUN,,,,,,,,,,,,,,,,,
Sun,Cancún Airport,Chetumal,26492,26557,CUN,,,,,,,,,,,,,,,,,
Sun,Cancún Airport,Merida,26492,10519,CUN,,,,,,,,,,,,,,,,,
Sun,Cancún Airport,Playa Del Carmen,26492,26550,CUN,,,,,,,,,,,,,,,,,
Sun,Cancún Airport,Playacar,26492,27964,CUN,,,,,,,,,,,,,,,,,
Sun,Cancún Airport,Progreso,26492,38086,CUN,,,,,,,,,,,,,,,,,
Sun,Cancún Airport,Puerto Aventuras,26492,26553,CUN,,,,,,,,,,,,,,,,,
Sun,Cancún Airport,Puerto Juárez,26492,26556,CUN,,,,,,,,,,,,,,,,,
Sun,Cancún Airport,Puerto Morelos,26492,26551,CUN,,,,,,,,,,,,,,,,,
Sun,Cancún Airport,Punta Maroma,26492,26558,CUN,,,,,,,,,,,,,,,,,
Sun,Cancún Airport,Tulum,26492,26554,CUN,,,,,,,,,,,,,,,,,
Sun,Cancún Airport,Tulum Cabanas,26492,26552,CUN,,,,,,,,,,,,,,,,,
Sun,Cancún Airport,Xcaret,26492,26559,CUN,,,,,,,,,,,,,,,,,
Sun,Cancún Airport,Xelhà,26492,34600,CUN,,,,,,,,,,,,,,,,,
Sun,Cape Town Airport,Sea Point,28238,37046,CPT,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Antugnac,21696,23334,CCF,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Axat,21696,31992,CCF,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Camping Club La Sirene,21696,23178,CCF,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Camping Domaine D'arnauteille,21696,35392,CCF,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Camping Le Brasilia,21696,22304,CCF,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Camping Le Serignan Plage,21696,23202,CCF,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Cap D'agde,21696,21675,CCF,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Castelnaudary,21696,21698,CCF,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Castres,21696,21699,CCF,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Cintegabelle,21696,25239,CCF,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Ferrals-Les-Corbieres,21696,27593,CCF,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Ginestas,21696,22337,CCF,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Homps,21696,21700,CCF,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Ladern-Sur-Lauquet,21696,35875,CCF,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Lézignan-Corbieres,21696,23305,CCF,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Limoux,21696,21701,CCF,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Marseillan,21696,21690,CCF,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Mirepoix,21696,24952,CCF,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Moux,21696,26251,CCF,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Narbonne,21696,21680,CCF,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Narbonne Plage,21696,27573,CCF,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Olonzac,21696,22555,CCF,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Perpignan,21696,21681,CCF,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Portiragnes,21696,21683,CCF,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Quillan,21696,21703,CCF,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Saint Andre De Roquelongue,21696,40105,CCF,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Sérignan,21696,21686,CCF,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Trebes,21696,22339,CCF,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Valras Plage,21696,21688,CCF,,,,,,,,,,,,,,,,,
Sun,Carcassonne Airport,Vias Plage,21696,22313,CCF,,,,,,,,,,,,,,,,,
Sun,Cardiff Airport,Brecon,27698,27738,CWL,,,,,,,,,,,,,,,,,
Sun,Cardiff Airport,Bristol,27698,27737,CWL,,,,,,,,,,,,,,,,,
Sun,Cardiff Airport,Bristol Airport,27698,27699,CWL,,,,,,,,,,,,,,,,,
Sun,Cardiff Airport,Caerphilly,27698,27731,CWL,,,,,,,,,,,,,,,,,
Sun,Cardiff Airport,Cardiff,27698,27730,CWL,,,,,,,,,,,,,,,,,
Sun,Cardiff Airport,Cardiff Docks,27698,27859,CWL,,,,,,,,,,,,,,,,,
Sun,Cardiff Airport,Llandrindod Wells,27698,35331,CWL,,,,,,,,,,,,,,,,,
Sun,Cardiff Airport,Merthyr Tydfil,27698,27735,CWL,,,,,,,,,,,,,,,,,
Sun,Cardiff Airport,Newport (Cardiff),27698,27732,CWL,,,,,,,,,,,,,,,,,
Sun,Cardiff Airport,Pencoed,27698,34811,CWL,,,,,,,,,,,,,,,,,
Sun,Cardiff Airport,Plymouth,27698,32369,CWL,,,,,,,,,,,,,,,,,
Sun,Cardiff Airport,Pontypool,27698,27734,CWL,,,,,,,,,,,,,,,,,
Sun,Cardiff Airport,Pontypridd,27698,27733,CWL,,,,,,,,,,,,,,,,,
Sun,Cardiff Airport,Swansea,27698,27736,CWL,,,,,,,,,,,,,,,,,
Sun,Casablanca Airport,Asni,21437,21428,CMN,,,,,,,,,,,,,,,,,
Sun,Casablanca Airport,Ben Slimane,21437,34908,CMN,,,,,,,,,,,,,,,,,
Sun,Casablanca Airport,Beni-Mellal,21437,35161,CMN,,,,,,,,,,,,,,,,,
Sun,Casablanca Airport,Bouznika,21437,34897,CMN,,,,,,,,,,,,,,,,,
Sun,Casablanca Airport,Casablanca,21437,22357,CMN,,,,,,,,,,,,,,,,,
Sun,Casablanca Airport,El Jadida,21437,21438,CMN,,,,,,,,,,,,,,,,,
Sun,Casablanca Airport,Essaouira,21437,20713,CMN,,,,,,,,,,,,,,,,,
Sun,Casablanca Airport,Khouribga,21437,33311,CMN,,,,,,,,,,,,,,,,,
Sun,Casablanca Airport,Meknes,21437,21440,CMN,,,,,,,,,,,,,,,,,
Sun,Casablanca Airport,Rabat,21437,10954,CMN,,,,,,,,,,,,,,,,,
Sun,Casablanca Airport,Safi (Morocco),21437,29693,CMN,,,,,,,,,,,,,,,,,
Sun,Casablanca Airport,Settat,21437,35519,CMN,,,,,,,,,,,,,,,,,
Sun,Casablanca Airport,Tamaris,21437,44484,CMN,,,,,,,,,,,,,,,,,
Sun,Casablanca Airport,Tangier,21437,21442,CMN,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Aci Castello,22315,27468,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Acireale,22315,22215,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Agrigento,22315,21663,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Brucoli,22315,30544,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Caltanissetta,22315,21668,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Campofelice di Roccella,22315,22216,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Capo D'orlando,22315,27450,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Catania Airport,22315,22315,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Cefalu,22315,21664,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Cinisi,22315,27451,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Donnalucata,22315,35340,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Letojanni,22315,22218,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Linguaglossa,22315,35382,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Marina Di Ragusa,22315,25000,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Marsala,22315,21654,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Marzamemi,22315,27464,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Mascali,22315,27460,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Messina Port,22315,21667,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Milazzo,22315,22329,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Modica,22315,22485,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Nicolosi,22315,36354,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Noto,22315,22219,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Pachino,22315,27470,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Paterno,22315,35301,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Patti,22315,38355,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Portorosa,22315,22220,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Pozzallo,22315,35179,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Ragusa,22315,24999,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Riposto,22315,29890,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Sampieri,22315,30415,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Sant'alessio Siculo,22315,22221,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Santa Croce Camerina,22315,31286,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Santa Maria Del Focallo,22315,34994,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Santa Teresa Di Riva,22315,22677,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Scicli,22315,33896,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Siracusa,22315,21665,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Taormina,22315,21669,CTA,,,,,,,,,,,,,,,,,
Sun,Catania Airport,Trapani Airport,22315,21651,CTA,,,,,,,,,,,,,,,,,
Sun,Cayo Coco Airport,Havana Airport,29565,29564,CCC,,,,,,,,,,,,,,,,,
Sun,Cayo Coco Airport,Holguin,29565,36400,CCC,,,,,,,,,,,,,,,,,
Sun,Cayo Coco Airport,Jatibonico,29565,36252,CCC,,,,,,,,,,,,,,,,,
Sun,Cayo Coco Airport,Playa Ancon,29565,29866,CCC,,,,,,,,,,,,,,,,,
Sun,Cayo Coco Airport,Playa Esmeralda,29565,26749,CCC,,,,,,,,,,,,,,,,,
Sun,Cayo Coco Airport,Trinidad (Cuba),29565,29865,CCC,,,,,,,,,,,,,,,,,
Sun,Cayo Las Brujas Airport,Santa Clara (Cuba),41282,29864,BWW,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Belle Plagne,10667,28285,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Chamonix,10667,10637,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Courchevel,10667,10641,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Flaine,10667,10773,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Geneva Airport,10667,10668,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Grenoble Airport,10667,10670,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),La Plagne,10667,10647,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),La Rosiere (Montvalezan),10667,10746,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),La Tania,10667,10648,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Le Corbier,10667,10701,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Les Allues,10667,23787,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Les Arcs,10667,25234,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Les Arcs (1600 / 1800),10667,23789,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Les Arcs (1950 / 2000),10667,10652,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Les Coches,10667,10739,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Les Deux Alpes,10667,10653,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Les Menuires,10667,10654,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Les Sybelles,10667,22108,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Megeve,10667,10767,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Meribel,10667,10657,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Montgenevre,10667,10719,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Morzine,10667,10749,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Moutiers,10667,10737,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Peisey-Vallandry,10667,10744,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Saint-François-Longchamp,10667,10704,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Samoens,10667,10750,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Sauze D'oulx,10667,21989,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Tignes,10667,10661,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Val Cenis,10667,10720,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Val Thorens,10667,10664,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Valfrejus,10667,10706,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Valloire,10667,10702,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Valmeinier,10667,10703,CMF,,,,,,,,,,,,,,,,,
Sun,Chambery Airport (CMF),Valmorel,10667,10733,CMF,,,,,,,,,,,,,,,,,
Sun,Chennai Airport,Chennai,27761,27762,MAA,,,,,,,,,,,,,,,,,
Sun,Chennai Airport,Covelong Beach,27761,36235,MAA,,,,,,,,,,,,,,,,,
Sun,Chennai Airport,Erode,27761,37532,MAA,,,,,,,,,,,,,,,,,
Sun,Chennai Airport,Kanchipuram,27761,34504,MAA,,,,,,,,,,,,,,,,,
Sun,Chennai Airport,Minjur,27761,36075,MAA,,,,,,,,,,,,,,,,,
Sun,Chennai Airport,Muttukadu,27761,33137,MAA,,,,,,,,,,,,,,,,,
Sun,Chennai Airport,Nellore,27761,34322,MAA,,,,,,,,,,,,,,,,,
Sun,Chennai Airport,Ongole,27761,35509,MAA,,,,,,,,,,,,,,,,,
Sun,Chicago Midway Airport (MDW),Indianapolis,30800,35504,MDW,,,,,,,,,,,,,,,,,
Sun,Chicago Midway Airport (MDW),Joliet,30800,38361,MDW,,,,,,,,,,,,,,,,,
Sun,Chicago Midway Airport (MDW),Naperville,30800,35315,MDW,,,,,,,,,,,,,,,,,
Sun,Chicago O'hare Airport (ORD),Indianapolis,29130,35504,ORD,,,,,,,,,,,,,,,,,
Sun,Chicago O'hare Airport (ORD),Joliet,29130,38361,ORD,,,,,,,,,,,,,,,,,
Sun,Chicago O'hare Airport (ORD),Naperville,29130,35315,ORD,,,,,,,,,,,,,,,,,
Sun,Cluj Napoca Airport,Alba Iulia,29906,26246,CLJ,,,,,,,,,,,,,,,,,
Sun,Cluj Napoca Airport,Baia Mare,29906,29907,CLJ,,,,,,,,,,,,,,,,,
Sun,Cluj Napoca Airport,Bistrita,29906,29912,CLJ,,,,,,,,,,,,,,,,,
Sun,Cluj Napoca Airport,Brasov,29906,26237,CLJ,,,,,,,,,,,,,,,,,
Sun,Cluj Napoca Airport,Cisn?die,29906,26230,CLJ,,,,,,,,,,,,,,,,,
Sun,Cluj Napoca Airport,Cluj-Napoca,29906,26229,CLJ,,,,,,,,,,,,,,,,,
Sun,Cluj Napoca Airport,Hunedoara,29906,29914,CLJ,,,,,,,,,,,,,,,,,
Sun,Cluj Napoca Airport,Oradea,29906,29909,CLJ,,,,,,,,,,,,,,,,,
Sun,Cluj Napoca Airport,Satu Mare,29906,29908,CLJ,,,,,,,,,,,,,,,,,
Sun,Cluj Napoca Airport,Târgu Mures,29906,29910,CLJ,,,,,,,,,,,,,,,,,
Sun,Cluj Napoca Airport,Zal?u,29906,29911,CLJ,,,,,,,,,,,,,,,,,
Sun,Cochin Airport,Alappuzha,27756,33271,COK,,,,,,,,,,,,,,,,,
Sun,Cochin Airport,Chalakudy,27756,35365,COK,,,,,,,,,,,,,,,,,
Sun,Cochin Airport,Cherai Beach,27756,34084,COK,,,,,,,,,,,,,,,,,
Sun,Cochin Airport,Cochin,27756,27757,COK,,,,,,,,,,,,,,,,,
Sun,Cochin Airport,Guruvayur,27756,35289,COK,,,,,,,,,,,,,,,,,
Sun,Cochin Airport,Kochi Port,27756,30008,COK,,,,,,,,,,,,,,,,,
Sun,Cochin Airport,Kottayam,27756,33450,COK,,,,,,,,,,,,,,,,,
Sun,Cochin Airport,Kovalam,27756,30020,COK,,,,,,,,,,,,,,,,,
Sun,Cochin Airport,Kumarakom,27756,27766,COK,,,,,,,,,,,,,,,,,
Sun,Cochin Airport,Kumbalam,27756,33734,COK,,,,,,,,,,,,,,,,,
Sun,Cochin Airport,Kunnamangalam,27756,33675,COK,,,,,,,,,,,,,,,,,
Sun,Cochin Airport,Mararikulam,27756,33058,COK,,,,,,,,,,,,,,,,,
Sun,Cochin Airport,Mullurkara,27756,35461,COK,,,,,,,,,,,,,,,,,
Sun,Cochin Airport,Munnar,27756,27765,COK,,,,,,,,,,,,,,,,,
Sun,Cochin Airport,Poovar,27756,36631,COK,,,,,,,,,,,,,,,,,
Sun,Cochin Airport,Shoranur,27756,31751,COK,,,,,,,,,,,,,,,,,
Sun,Cochin Airport,Thrissur,27756,37524,COK,,,,,,,,,,,,,,,,,
Sun,Cochin Airport,Trivandrum Airport,27756,27776,COK,,,,,,,,,,,,,,,,,
Sun,Cochin Airport,Varkala,27756,30019,COK,,,,,,,,,,,,,,,,,
Sun,Cochin Airport,Vayalar,27756,35561,COK,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Aachen,23631,22836,CGN,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Bad Godesberg,23631,29807,CGN,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Bad Honnef,23631,34934,CGN,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Bad Neuenahr-Ahrweiler,23631,27272,CGN,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Bergisch Gladbach,23631,27696,CGN,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Bonn,23631,22841,CGN,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Brühl,23631,22842,CGN,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Cologne,23631,23439,CGN,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Duisburg,23631,22844,CGN,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Düren,23631,36147,CGN,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Essen,23631,22847,CGN,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Euskirchen,23631,22848,CGN,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Frankfurt Am Main Airport,23631,23418,CGN,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Frechen,23631,28918,CGN,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Gummersbach,23631,35174,CGN,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Hürth,23631,35055,CGN,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Kerpen,23631,27728,CGN,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Krefeld,23631,22862,CGN,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Leverkusen,23631,22863,CGN,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Maastricht,23631,22434,CGN,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Meckenheim,23631,36322,CGN,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Monheim Am Rhein,23631,27568,CGN,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Phantasialand,23631,27967,CGN,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Pulheim,23631,26387,CGN,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Rheinbach,23631,31248,CGN,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Sankt Augustin,23631,34435,CGN,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Siegen,23631,22875,CGN,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Solingen,23631,22876,CGN,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Troisdorf,23631,26249,CGN,,,,,,,,,,,,,,,,,
Sun,Cologne Bonn Airport,Wuppertal,23631,22879,CGN,,,,,,,,,,,,,,,,,
Sun,Colombo International Airport,Talpe,39681,39720,CMB,,,,,,,,,,,,,,,,,
Sun,Colombo International Airport,Trincomalee,39681,39722,CMB,,,,,,,,,,,,,,,,,
Sun,Colombo International Airport,Unawatuna,39681,39723,CMB,,,,,,,,,,,,,,,,,
Sun,Colombo International Airport,Waikkal,39681,39725,CMB,,,,,,,,,,,,,,,,,
Sun,Colombo International Airport,Weligama,39681,39726,CMB,,,,,,,,,,,,,,,,,
Sun,Colombo International Airport,Yala,39681,39727,CMB,,,,,,,,,,,,,,,,,
Sun,Comiso Airport,Aci Castello,28509,27468,CIY,,,,,,,,,,,,,,,,,
Sun,Comiso Airport,Brucoli,28509,30544,CIY,,,,,,,,,,,,,,,,,
Sun,Comiso Airport,Caltanissetta,28509,21668,CIY,,,,,,,,,,,,,,,,,
Sun,Comiso Airport,Catania Airport,28509,22315,CIY,,,,,,,,,,,,,,,,,
Sun,Comiso Airport,Cefalu,28509,21664,CIY,,,,,,,,,,,,,,,,,
Sun,Comiso Airport,Letojanni,28509,22218,CIY,,,,,,,,,,,,,,,,,
Sun,Comiso Airport,Marina Di Ragusa,28509,25000,CIY,,,,,,,,,,,,,,,,,
Sun,Comiso Airport,Marzamemi,28509,27464,CIY,,,,,,,,,,,,,,,,,
Sun,Comiso Airport,Messina Port,28509,21667,CIY,,,,,,,,,,,,,,,,,
Sun,Comiso Airport,Milazzo,28509,22329,CIY,,,,,,,,,,,,,,,,,
Sun,Comiso Airport,Modica,28509,22485,CIY,,,,,,,,,,,,,,,,,
Sun,Comiso Airport,Noto,28509,22219,CIY,,,,,,,,,,,,,,,,,
Sun,Comiso Airport,Ragusa,28509,24999,CIY,,,,,,,,,,,,,,,,,
Sun,Comiso Airport,Sampieri,28509,30415,CIY,,,,,,,,,,,,,,,,,
Sun,Comiso Airport,Santa Croce Camerina,28509,31286,CIY,,,,,,,,,,,,,,,,,
Sun,Comiso Airport,Scoglitti,28509,27235,CIY,,,,,,,,,,,,,,,,,
Sun,Comiso Airport,Siracusa,28509,21665,CIY,,,,,,,,,,,,,,,,,
Sun,Comiso Airport,Taormina,28509,21669,CIY,,,,,,,,,,,,,,,,,
Sun,Copenhagen Airport (CPH),Birkerød,23876,33996,CPH,,,,,,,,,,,,,,,,,
Sun,Copenhagen Airport (CPH),Esbjerg,23876,29245,CPH,,,,,,,,,,,,,,,,,
Sun,Copenhagen Airport (CPH),Gentofte,23876,29562,CPH,,,,,,,,,,,,,,,,,
Sun,Copenhagen Airport (CPH),Halmstad,23876,30589,CPH,,,,,,,,,,,,,,,,,
Sun,Copenhagen Airport (CPH),Helsingborg,23876,30588,CPH,,,,,,,,,,,,,,,,,
Sun,Copenhagen Airport (CPH),Herlev,23876,33528,CPH,,,,,,,,,,,,,,,,,
Sun,Copenhagen Airport (CPH),Hillerød,23876,32828,CPH,,,,,,,,,,,,,,,,,
Sun,Copenhagen Airport (CPH),Hvidovre,23876,36531,CPH,,,,,,,,,,,,,,,,,
Sun,Copenhagen Airport (CPH),Ishøj,23876,34392,CPH,,,,,,,,,,,,,,,,,
Sun,Copenhagen Airport (CPH),Kastrup,23876,36681,CPH,,,,,,,,,,,,,,,,,
Sun,Copenhagen Airport (CPH),Lund,23876,29067,CPH,,,,,,,,,,,,,,,,,
Sun,Copenhagen Airport (CPH),Lyngby,23876,29207,CPH,,,,,,,,,,,,,,,,,
Sun,Copenhagen Airport (CPH),Malmö Airport,23876,25325,CPH,,,,,,,,,,,,,,,,,
Sun,Copenhagen Airport (CPH),Malmo Cruise Port,23876,30587,CPH,,,,,,,,,,,,,,,,,
Sun,Copenhagen Airport (CPH),Roskilde,23876,30848,CPH,,,,,,,,,,,,,,,,,
Sun,Copenhagen Airport (CPH),Skodsborg,23876,32418,CPH,,,,,,,,,,,,,,,,,
Sun,Copenhagen Airport (CPH),Søborg,23876,30469,CPH,,,,,,,,,,,,,,,,,
Sun,Copenhagen Airport (CPH),Vejle,23876,29463,CPH,,,,,,,,,,,,,,,,,
Sun,Corfu (KERKYRA) Airport,Acharavi,21386,21387,CFU,,,,,,,,,,,,,,,,,
Sun,Corfu (KERKYRA) Airport,Afionas,21386,23064,CFU,,,,,,,,,,,,,,,,,
Sun,Corfu (KERKYRA) Airport,Agios Gordios,21386,21389,CFU,,,,,,,,,,,,,,,,,
Sun,Corfu (KERKYRA) Airport,Agios Ioannis Peristeron,21386,21390,CFU,,,,,,,,,,,,,,,,,
Sun,Corfu (KERKYRA) Airport,Arillas,21386,21394,CFU,,,,,,,,,,,,,,,,,
Sun,Corfu (KERKYRA) Airport,Astrakeri,21386,23070,CFU,,,,,,,,,,,,,,,,,
Sun,Corfu (KERKYRA) Airport,Avlaki,21386,23071,CFU,,,,,,,,,,,,,,,,,
Sun,Corfu (KERKYRA) Airport,Benitses,21386,21396,CFU,,,,,,,,,,,,,,,,,
Sun,Corfu (KERKYRA) Airport,Boukari,21386,23073,CFU,,,,,,,,,,,,,,,,,
Sun,Corfu (KERKYRA) Airport,Corfu Town,21386,21397,CFU,,,,,,,,,,,,,,,,,
Sun,Corfu (KERKYRA) Airport,Dassia,21386,21399,CFU,,,,,,,,,,,,,,,,,
